"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032543","GO:0032543","mitochondrial translation","87/7128","120/14866",3.63749205109142e-08,3.63749205109142e-08,0.000208945201292694,"WARS2/TARS2/MRPL9/DAP3/MRPL24/DARS2/MRPS14/IARS2/MRPL55/MRPS15/MRPL37/MRPL43/MRPS16/CHCHD1/RPUSD4/MRPL16/MRPL49/MRPL17/GATC/MRPS35/YARS2/SHMT2/MRPL51/MRPL42/MTIF3/MTRF1/OXA1L/MRPL52/ALKBH1/MRPS11/MRPL46/NGRN/TUFM/MRPL28/ERAL1/COA3/MRPL10/C1QBP/MRPS23/MRPL38/MRPL12/MRPL4/MPV17L2/MRPS12/NDUFA7/MRPS9/FASTKD2/LRPPRC/MRPL53/PTCD3/MRPS5/MRPL30/MTG2/MRPL39/MRPS6/MRPL40/TRMT10C/MRPL3/GFM1/MRPL47/NSUN3/RPUSD3/NOA1/MRPS18C/MRPL22/MRPL36/MRPS30/MRPS36/GFM2/FASTKD3/RMND1/MTRF1L/MRPL18/MRPS18B/UQCC2/MRPS18A/AARS2/RARS2/MRPS33/MALSU1/MRPL32/MRPS24/MRPS17/MRPL13/MRPL15/MRPL50/MRRF",87
"GO:0140053","GO:0140053","mitochondrial gene expression","96/7128","141/14866",9.66265280105613e-07,9.66265280105613e-07,0.00277521559659807,"WARS2/TARS2/MRPL9/DAP3/MRPL24/DARS2/MRPS14/IARS2/MRPL55/MRPS15/TRIT1/MRPL37/MRPL43/TFAM/SUPV3L1/MRPS16/CHCHD1/RPUSD4/MRPL16/MRPL49/MRPL17/GATC/MRPS35/YARS2/SHMT2/MRPL51/MRPL42/MTIF3/MTRF1/OXA1L/MRPL52/TRMT5/ALKBH1/MRPS11/MRPL46/NGRN/TUFM/MRPL28/ELAC2/ERAL1/COA3/MRPL10/C1QBP/MRPS23/MRPL38/MRPL12/MRPL4/MPV17L2/MRPS12/POLRMT/NDUFA7/MRPS9/FASTKD2/LRPPRC/MRPL53/PTCD3/MRPS5/MRPL30/MTG2/MRPL39/MRPS6/MRPL40/CHCHD10/TRMT10C/MRPL3/GFM1/MRPL47/NSUN3/RPUSD3/NOA1/MRPS18C/MRPL22/MRPL36/MRPS30/MRPS36/GFM2/FASTKD3/RMND1/MTRF1L/MRPL18/MRPS18B/UQCC2/MRPS18A/AARS2/RARS2/MRPS33/MALSU1/MRPL32/MRPS24/TBRG4/MRPS17/MRPL13/MRPL15/MRPL50/MRRF/TRMT10B",96
"GO:0033044","GO:0033044","regulation of chromosome organization","180/7128","293/14866",1.94093153031265e-06,1.94093153031265e-06,0.00344405367560667,"PRMT6/EXOSC10/MTHFR/SETDB1/PYGO2/LMNA/SMG5/PADI2/SMG7/TPR/NEK7/NEK2/CENPF/PARP1/SFPQ/ZMPSTE24/CDC20/TAL1/MIER1/GFI1/MTF2/BUB3/PRKCQ/SIRT1/TET1/GATA3/CTR9/ATM/ZW10/CHEK1/SPTY2D1/IGF2/NAT10/FEN1/NAA40/RPS6KA4/CDCA5/ANAPC15/KDM4D/SART3/ATF7IP/LRRK2/ESPL1/NABP2/CCT2/UBE2N/MPHOSPH8/RB1/HNRNPC/TINF2/JDP2/SNW1/RPS6KA5/BUB1B/EID1/WDR61/RMI2/ERCC4/PARN/LCMT1/RNF40/SETD1A/BRD7/CTCF/ACD/TERF2/TERF2IP/USP7/CENPV/FLCN/SUPT6H/ZNF207/TADA2A/CDC6/TOP2A/KAT2A/CDC27/TP53/ANAPC11/AURKB/CTC1/PSMG2/NDC80/SMAD4/DNMT1/BRD4/MAP1S/UPF1/KMT2B/PAF1/TGFB1/ERCC1/PRKD2/SPHK2/PIH1D1/PNKP/TRIM28/IL1B/IWS1/GCG/TLK1/GEN1/HECW2/XRCC5/CUL3/TRIP12/ATAD2B/UCN/TRAPPC12/CCT4/CCT7/KDM3A/SRC/HIRA/CDC45/KLHL22/SMARCB1/LIF/MORC2/GATA2/XRN1/ATR/DHX36/BCL6/DYNC1LI1/CTNNB1/SETMAR/SETD5/CENPE/MAD2L1/SETD7/ING2/PTTG2/TADA2B/HNRNPD/SNCA/CCT5/APC/DCP2/UBE2B/IK/TAF7/PTTG1/SPDL1/NIPBL/FBXO4/ATG5/PKIB/MYB/JARID2/FBXO5/TCP1/PPP1R10/C6orf89/VEGFA/ZNF451/SENP6/TTK/ZNHIT1/KMT2E/POT1/PAXIP1/HNRNPA2B1/AUTS2/UBR5/PINX1/ATAD2/NSMCE2/HMBOX1/SNAI2/MOS/MCPH1/TERF1/TNKS/RNF20/CDC26/PAX5/KDM4C/SMC5/PHF2",180
"GO:0048193","GO:0048193","Golgi vesicle transport","197/7128","325/14866",2.39827816883e-06,2.39827816883e-06,0.00344405367560667,"CAPZA1/BGLAP/SPTA1/COPA/F5/KLHL20/CAPZB/KLHL12/GOLT1A/CD55/CNIH4/ARF1/COG2/EXOC8/MACF1/KIF2C/EPS15/TMED5/SEC31B/ACTR1A/ARL3/SEC23IP/OPTN/KIF11/EXOC6/ZW10/ARCN1/HYOU1/COPB1/BET1L/INS/OSBPL5/ARFGAP2/VPS51/KLC2/RAB1B/CNIH2/BBS1/PPP6R3/FOLR1/RAB30/ARL1/CUX2/GOLGA3/CCDC91/ERGIC2/LRRK2/ARF3/RACGAP1/COPZ1/KIF5A/DCTN2/MON2/COG6/COG3/DYNC1H1/KIF26A/TRAPPC6B/MIA2/CNIH1/EXOC5/ACTR10/TMED10/GOLGA5/SPTBN5/MYO5A/RAB8B/SNX1/TMED3/RAB26/KIF22/STX4/BBS2/DYNC1LI2/COG4/GABARAPL2/TRAPPC2L/LLGL1/SGSM2/RAB34/GOSR1/ANKFY1/KIF1C/RABEP1/WIPI1/CSNK1D/NAPG/TRAPPC8/LMAN1/RAB12/VAPA/DNM2/AP3D1/YIF1B/SPTBN4/TRAPPC6A/AP2A1/TRAPPC5/GCC2/CCDC93/PROC/NBAS/DYNC1I2/PGAP1/ACSL3/CUL3/KIF3C/PREB/NRBP1/SPAST/TRAPPC12/PKDCC/PREPL/SPTBN1/COMMD1/RAB1A/DCTN1/VAMP8/VAMP5/LMAN2L/KIF16B/SEC23B/KIF3B/VAPB/CTSZ/ARFRP1/DNAJC28/PITPNB/GGA1/KDELR3/TFG/SEC13/RAB43/RAB6B/COPB2/ANKRD28/CEP19/DYNC1LI1/GORASP1/SEC22C/TMEM115/ARF4/PROS1/CENPE/SEC24B/AP1AR/SEC24D/RAB33B/STX18/EXOC1/TBC1D14/USO1/SEC31A/GAK/SAR1B/YIPF5/DCTN4/KIF4B/ERGIC1/TMED9/GOLPH3/KIF2A/TRIM23/TRAPPC3L/GOPC/KIF13A/VPS52/RINT1/COG5/BCAP29/CAPZA2/ARF5/COPG2/EXOC4/CREB3L2/INSIG1/SNX8/YKT6/TMED4/STEAP2/BET1/AP4M1/RNF139/TRAPPC9/NRBP2/DDHD2/GOLGA7/ANK1/LYPLA1/STX17/PPP6C/SPTAN1/SURF4/SEC16A/DCTN3/VCP/GAS1",197
"GO:0034660","GO:0034660","ncRNA metabolic process","225/7128","380/14866",5.30712092404807e-06,5.30712092404807e-06,0.00609704397526954,"TRMT13/HENMT1/EXOSC10/WARS2/TARS2/TDRKH/RPS27/DARS2/RC3H1/RNASEL/TRMT1L/MRTO4/RRP15/IARS2/NVL/HEATR1/RPL11/LIN28A/ZBTB8OS/AGO3/TRIT1/EBNA1BP2/RPS8/TOE1/PARS2/NOL9/TYW3/RPF1/ZNHIT6/NPM3/NOLC1/PDCD11/TDRD1/TRUB1/RPP38/TRDMT1/NSUN6/BMS1/SIRT1/DDX21/RPS24/RPP30/EXOSC1/ALKBH8/DDX10/PUS3/RPUSD4/ELP4/NAT10/BTBD18/TRPT1/TRMT112/RELA/SART1/RRP8/INTS4/NARS2/PIWIL4/UTP20/DDX54/GATC/POP5/DDX47/RAN/WBP11/YARS2/BCDIN3D/TARBP2/PA2G4/METTL1/KRR1/CARS2/EXOSC8/UTP14C/DIS3/TDRD9/RPPH1/OSGEP/NGDN/TRMT5/ALKBH1/DDX24/NOP10/FAM98B/RPUSD2/RPP25/MRPS11/RSL1D1/PARN/RPS2/SEPHS2/NOB1/ADAT1/ELAC2/PLD6/TSR1/METTL16/UTP6/ZNHIT3/DDX52/UTP18/FTSJ3/GEMIN4/ELP5/TSEN54/USP36/EIF4A3/DUS1L/RIOK3/ELP2/ELAC1/KRI1/QTRT1/POP4/SARS2/FBL/EXOSC5/RPS19/DEDD2/PIH1D1/CTU1/TSEN34/RPS28/WDR18/MRPS9/NOL10/NIFK/DDX1/SSB/METTL8/PRKRA/WDR75/OSGEPL1/MARS2/TYW5/NOP58/WDR12/FARSB/WDR43/RPS7/THUMPD2/THADA/PRORSD1P/PUS10/MPHOSPH10/TPRKB/DTD1/TP53RK/DDX27/TRMT6/RPS21/URB1/PWP2/PES1/RTCB/MOV10L1/TRMT10C/TSEN2/NUDT16/XRN1/METTL6/DPH3/RPL14/ELP6/SHQ1/NSUN3/NFKB1/PPA2/GAR1/LSM6/SEPSECS/ZCCHC4/NOP14/UTP3/GRSF1/TRMT44/RPS14/NHP2/DROSHA/PELO/DIMT1/UTP15/NSA2/RPF2/TRMT11/ADAT2/TFB1M/CDKAL1/ABT1/RPL10A/RPL7L1/XPO5/AARS2/RPP40/FARS2/RIOK1/EEF1E1/RARS2/MDN1/POP7/PUS7/DUS4L/HNRNPA2B1/DDX56/DCAF13/UTP23/TRMT12/EXOSC4/BOP1/INTS10/ELP3/INTS9/CHD7/RRS1/MYBL1/RPL7/ERI1/INTS8/TEX10/RC3H2/RPL35/NOL6/TRMT10B/RCL1/C9orf64",225
"GO:0006415","GO:0006415","translational termination","67/7128","95/14866",6.49777454887928e-06,6.49777454887928e-06,0.00622076416021654,"MRPL9/DAP3/MRPL24/MRPS14/MRPL55/MRPS15/MRPL37/MRPL43/MRPS16/CHCHD1/MRPL16/TRMT112/MRPL49/MRPL17/MRPS35/MRPL51/MRPL42/MTRF1/OXA1L/MRPL52/MRPS11/MRPL46/GSPT1/MRPL28/OGFOD1/ERAL1/MRPL10/MRPS23/EIF5A/MRPL38/MRPL12/MRPL4/UPF1/MRPS12/MRPS9/MRPL53/PTCD3/MRPS5/MRPL30/MRPL39/N6AMT1/MRPS6/MRPL40/MRPL3/EIF5A2/MRPL47/APEH/ABCE1/MRPS18C/ETF1/MRPL22/MRPL36/MRPS30/MRPS36/GFM2/MTRF1L/MRPL18/MRPS18B/MRPS18A/MRPS33/MRPL32/MRPS24/MRPS17/MRPL13/MRPL15/MRPL50/MRRF",67
"GO:0010498","GO:0010498","proteasomal protein catabolic process","249/7128","428/14866",1.06008402196949e-05,1.06008402196949e-05,0.00858756594598839,"UBE4B/FBXO6/DVL1/PSMD4/PSMB4/KLHL20/EDEM3/UCHL5/KIF14/YOD1/RPL11/UBXN11/RNF19B/CDC20/HECTD3/FAF1/PARK7/GLMN/SPSB1/FBXL15/ATE1/BUB3/CUL2/UBE2D1/CDK1/SIRT1/BIRC2/UBE4A/ARNTL/SVIP/PSMD13/PRPF19/TRIM3/ANAPC15/HSP90B1/KCTD10/ANAPC7/PSMD9/UBC/CHFR/AMN1/LRRK2/SENP1/WNT10B/PCBP2/CDK2/RNF41/DDIT3/OS9/MDM2/TMTC3/CDC16/NUDT15/FBXL3/PPP2R5C/AKT1/MTA1/PSMB5/PSMB11/DCAF11/PSME1/PSME2/FBXO33/PSMC6/STYX/SOCS4/PSMA3/JKAMP/PSEN1/SEL1L/ATXN3/BUB1B/PIAS1/ARIH1/CLEC16A/BFAR/PKD1/NUPR1/RNF40/FBXL19/TRIM72/SIAH1/AMFR/HERPUD1/FBXL8/LRRC29/WWP2/PSMD7/GABARAPL2/USP7/UBB/GID4/TNFAIP1/SDF2/RFFL/NR1D1/TMUB2/CDC27/TBX21/OSBPL7/NFE2L1/PSMB6/SPOP/TRIM25/PSMC5/PSMD12/KCTD2/ANAPC11/CSNK1D/AURKB/PSMA8/SMAD7/NEDD4L/PMAIP1/TMEM259/KEAP1/PRKACA/GIPC1/CEBPA/PSMD8/SIRT2/NCCRP1/PSMC4/GSK3A/UBXN6/APOE/PRKCG/UBE2S/FBXL12/TRIB2/UGGT1/UBXN4/SPOPL/PSMD14/UBR3/DNAJC10/HECW2/SUMO1/ZFAND2B/ANKZF1/CUL3/UBXN2A/SOCS5/ERLEC1/COMMD1/PELI1/FBXO48/RNF144A/NSFL1C/HM13/UBE2C/PSMA7/HSPA13/LTN1/KCNE2/UBE2G2/KLHL22/SDF2L1/RNF185/FOXRED2/KCTD17/PCNP/GSK3B/ARMC8/RNF7/TBL1XR1/LAMP3/PSMD2/FBXO45/STT3B/CTNNB1/EDEM1/FHIT/PSMD6/TMF1/RYBP/UBE2D3/MAD2L1/MAEA/ANAPC10/FBXW7/TRIM2/FBXL5/UCHL1/CLOCK/RCHY1/FBXL17/UBE2B/CAMLG/DNAJC18/RNF14/FBXO38/CSNK1A1/PTTG1/FBXW11/FAF2/RMND5B/DAB2/FBXO4/PLK2/ERCC8/SGTB/TAF9/RNF217/FOXF2/FBXO5/PSMB1/NHLRC1/TRIM38/HSPA1A/RNF5/TREM2/UBR2/HSP90AB1/CD2AP/FBXO9/GCLC/BAG2/UBE3D/UBE2J1/UFL1/FBXL13/PSMC2/CAV1/UBE2H/AGAP3/PSMA2/FBXL18/GET4/ANKIB1/DERL1/RNF139/CCAR2/RNF122/ERLIN2/SDCBP/WWP1/RAD23B/CDC26/ALAD/PSMD5/TOR1A/FBXW5/ANAPC2/PLAA/TOPORS/VCP/FAM122A/UBQLN1",249
"GO:0032259","GO:0032259","methylation","175/7128","290/14866",1.2509010430291e-05,1.2509010430291e-05,0.00858756594598839,"TRMT13/DPH5/PRMT6/HENMT1/RBM15/MTHFR/SETDB1/TDRKH/PYGO2/ASH1L/LMNA/METTL18/TRMT1L/BTG2/RBBP5/PARP1/ARID4B/MTR/SMYD3/RLF/ZMPSTE24/DMAP1/CHD5/ICMT/TYW3/GFI1/MTF2/TDRD1/MGMT/SUV39H2/TRDMT1/NSUN6/SIRT1/TET1/GATA3/DYDC2/DYDC1/ALKBH8/CTR9/NNMT/PRDM10/PRMT3/PRDM11/TRMT112/RRP8/PIWIL4/KDM4D/PWP1/ATF7IP/BCDIN3D/METTL7A/METTL1/DPPA3/METTL25/MPHOSPH8/ZC3H13/TDRD9/METTL17/PRMT5/VCPKMT/ARID4A/TRMT5/SNW1/SETD3/FAM98B/CYP1A2/WDR61/GSPT1/LCMT1/SETD1A/CIAPIN1/SETD6/CTCF/GCSH/PLD6/METTL16/SUPT6H/MAPT-AS1/FTSJ3/RNMT/METTL4/MBD1/CXXC1/SMAD4/MBD2/DNMT1/BRD4/DOT1L/KMT2B/PAF1/FBL/PIH1D1/TRIM28/IWS1/HNMT/GCG/METTL5/METTL8/METTL21A/DNMT3A/DPY30/FAM98A/NDUFAF7/THUMPD2/THADA/CAMKMT/FBXO11/SMYD5/TET3/MAT2A/KDM3A/SMYD1/SNRPB/PCIF1/TRMT6/N6AMT1/MIS18A/SETD4/DNMT3L/PRMT2/TRMT2A/SMARCB1/MOV10L1/TRMT10C/WDR5B/METTL6/PIK3CA/ECE2/SATB1/CTNNB1/SETMAR/SETD2/HEMK1/NSUN3/SETD5/TET2/METTL14/SETD7/ZCCHC4/NSUN7/PRDM8/TRMT44/PRDM6/ETF1/DIMT1/MTRR/PRDM13/PRDM1/TRMT11/MYB/PCMT1/JARID2/TFB1M/WTAP/TPMT/KDM1B/ZFP57/GNMT/COQ3/KMT2E/CBLL1/MIR29A/PAXIP1/INMT/AUTS2/TRMT12/ASH2L/PCMTD1/TGS1/PRDM14/RNF20/NTMT1/PAX5/TRMT10B/KDM4C",175
"GO:0008380","GO:0008380","RNA splicing","226/7128","386/14866",1.48552778286897e-05,1.48552778286897e-05,0.00858756594598839,"RNPC3/PRPF38B/RBM15/WDR77/DDX20/BCAS2/TTF2/RBM8A/SF3B4/PRPF3/SCNM1/CELF3/CLK2/PRDX6/DHX9/HNRNPR/SRRM1/PPP1R8/DNAJC8/SRSF4/ZBTB8OS/SFPQ/THRAP3/LSM10/SF3A3/PPIE/PPIH/PRPF38A/ZRANB2/RBMXL1/ZNF326/PTBP2/RBM20/HMX2/HNRNPF/CSTF2T/HNRNPH3/CCAR1/CWF19L2/RBM7/BUD13/RPS13/CSTF3/NUP98/PRPF19/POLR2G/TRPT1/SF1/SART1/RBM4/PCF11/CWC15/MAGOHB/SART3/RBM19/DDX47/SFSWAP/WBP11/SCAF11/DDX23/TMBIM6/PCBP2/RPS26/ZC3H10/SLC39A5/SNRPF/SAP18/GTF2F2/ZC3H13/MBNL2/AHNAK2/HNRNPC/PRMT5/PABPN1/PNN/PRPF39/SRSF5/RBM25/SNW1/CPSF2/PAPOLA/SNRPA1/SNRPN/FAM98B/PDCD7/CELF6/CLK3/FUS/NUDT21/NOL3/ESRP2/SF3B3/DHX38/TXNL4B/PRPF8/METTL16/SUPT6H/ZNF830/CWC25/STH/LUC7L3/C1QBP/COIL/SRSF1/ERN1/DDX5/GEMIN4/TSEN54/SRSF2/EIF4A3/ALYREF/SNRPD1/POLR2E/DDX39A/SNRPGP15/LSM4/SUGP2/SUGP1/LSM7/CELF5/U2AF1L4/SCAF1/TSEN34/U2AF2/GTF2F1/XAB2/ELAVL1/HNRNPM/UBL5/RNU4ATAC/IWS1/WDR33/PRPF40A/DDX1/PPIG/CIR1/CWC22/CLK1/PPIL3/HNRNPLL/SNRNP27/SNRPG/MPHOSPH10/GCFC2/CRNKL1/SNRPB/RALY/RBM39/AAR2/DHX35/SRSF6/RBM11/DYRK1A/U2AF1/TFIP11/THOC5/ZMAT5/RTCB/RNU12/TSEN2/ISY1/DBR1/LSM3/U2SURP/RSRC1/POLR2H/NCBP2/USP4/RBM5/THOC7/PPP4R2/METTL14/LSM6/DHX15/REST/POLR2B/YTHDC1/HNRNPD/PPP2CA/DDX46/HNRNPA0/IK/ZMAT2/RBM22/GEMIN5/SLU7/CLK4/HNRNPH1/SREK1IP1/CWC27/PPWD1/PIK3R1/FAM172A/SCAF8/WTAP/QKI/DHX16/LSM2/HSPA1A/SRSF3/PPIL1/PRPF4B/USP49/KHDRBS2/SYNCRIP/SRSF12/PRKRIP1/SRPK2/LUC7L2/WEE2-AS1/HNRNPA2B1/CDK13/BUD31/POLR2K/PABPC1/PUF60/CCAR2/LSM1/TGS1/NCBP1/PTBP3/PRPF4/RNU6ATAC/PSIP1/SMU1/HNRNPK",226
"GO:0034470","GO:0034470","ncRNA processing","188/7128","315/14866",1.57939474551892e-05,1.57939474551892e-05,0.00858756594598839,"TRMT13/EXOSC10/RPS27/RNASEL/TRMT1L/MRTO4/RRP15/NVL/HEATR1/RPL11/LIN28A/ZBTB8OS/AGO3/TRIT1/EBNA1BP2/RPS8/TOE1/NOL9/TYW3/RPF1/ZNHIT6/NPM3/NOLC1/PDCD11/TRUB1/RPP38/TRDMT1/NSUN6/BMS1/SIRT1/DDX21/RPS24/RPP30/EXOSC1/ALKBH8/DDX10/PUS3/RPUSD4/ELP4/NAT10/TRPT1/TRMT112/SART1/RRP8/INTS4/UTP20/DDX54/POP5/DDX47/WBP11/BCDIN3D/TARBP2/PA2G4/METTL1/KRR1/EXOSC8/UTP14C/DIS3/RPPH1/OSGEP/NGDN/TRMT5/ALKBH1/DDX24/NOP10/FAM98B/RPUSD2/RPP25/MRPS11/RSL1D1/PARN/RPS2/SEPHS2/NOB1/ADAT1/ELAC2/TSR1/METTL16/UTP6/ZNHIT3/DDX52/UTP18/FTSJ3/GEMIN4/ELP5/TSEN54/USP36/EIF4A3/DUS1L/RIOK3/ELP2/ELAC1/KRI1/QTRT1/POP4/FBL/EXOSC5/RPS19/PIH1D1/CTU1/TSEN34/RPS28/WDR18/MRPS9/NOL10/DDX1/SSB/METTL8/PRKRA/WDR75/OSGEPL1/TYW5/NOP58/WDR12/WDR43/RPS7/THUMPD2/THADA/PUS10/MPHOSPH10/TPRKB/TP53RK/DDX27/TRMT6/RPS21/URB1/PWP2/PES1/RTCB/TRMT10C/TSEN2/NUDT16/METTL6/DPH3/RPL14/ELP6/SHQ1/NSUN3/GAR1/LSM6/ZCCHC4/NOP14/UTP3/GRSF1/TRMT44/RPS14/NHP2/DROSHA/DIMT1/UTP15/NSA2/RPF2/TRMT11/ADAT2/TFB1M/CDKAL1/ABT1/RPL10A/RPL7L1/AARS2/RPP40/FARS2/RIOK1/MDN1/POP7/PUS7/DUS4L/HNRNPA2B1/DDX56/DCAF13/UTP23/TRMT12/EXOSC4/BOP1/INTS10/ELP3/INTS9/CHD7/RRS1/RPL7/ERI1/INTS8/TEX10/RPL35/NOL6/TRMT10B/RCL1/C9orf64",188
