"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035195","GO:0035195","gene silencing by miRNA","51/242","438/14236",1.86496616474882e-28,1.86496616474882e-28,3.87033148571294e-25,"MIR1183/MIR1251/MIR1255B1/MIR1296/MIR135A2/MIR147B/MIR186/MIR216A/MIR296/MIR298/MIR489/MIR516A1/MIR516A2/MIR516B1/MIR516B2/MIR517A/MIR517B/MIR517C/MIR518A1/MIR518A2/MIR518B/MIR518C/MIR518D/MIR518E/MIR518F/MIR519A1/MIR519A2/MIR519B/MIR519D/MIR520A/MIR520B/MIR520C/MIR520D/MIR520G/MIR520H/MIR522/MIR523/MIR524/MIR525/MIR526A1/MIR526A2/MIR526B/MIR527/MIR548P/MIR578/MIR598/MIR609/MIR744/MIR944/MIRLET7A2/NUP43",51
"GO:0035194","GO:0035194","post-transcriptional gene silencing by RNA","51/242","448/14236",5.52101205341635e-28,5.52101205341635e-28,3.87033148571294e-25,"MIR1183/MIR1251/MIR1255B1/MIR1296/MIR135A2/MIR147B/MIR186/MIR216A/MIR296/MIR298/MIR489/MIR516A1/MIR516A2/MIR516B1/MIR516B2/MIR517A/MIR517B/MIR517C/MIR518A1/MIR518A2/MIR518B/MIR518C/MIR518D/MIR518E/MIR518F/MIR519A1/MIR519A2/MIR519B/MIR519D/MIR520A/MIR520B/MIR520C/MIR520D/MIR520G/MIR520H/MIR522/MIR523/MIR524/MIR525/MIR526A1/MIR526A2/MIR526B/MIR527/MIR548P/MIR578/MIR598/MIR609/MIR744/MIR944/MIRLET7A2/NUP43",51
"GO:0016441","GO:0016441","posttranscriptional gene silencing","51/242","449/14236",6.1440981468537e-28,6.1440981468537e-28,3.87033148571294e-25,"MIR1183/MIR1251/MIR1255B1/MIR1296/MIR135A2/MIR147B/MIR186/MIR216A/MIR296/MIR298/MIR489/MIR516A1/MIR516A2/MIR516B1/MIR516B2/MIR517A/MIR517B/MIR517C/MIR518A1/MIR518A2/MIR518B/MIR518C/MIR518D/MIR518E/MIR518F/MIR519A1/MIR519A2/MIR519B/MIR519D/MIR520A/MIR520B/MIR520C/MIR520D/MIR520G/MIR520H/MIR522/MIR523/MIR524/MIR525/MIR526A1/MIR526A2/MIR526B/MIR527/MIR548P/MIR578/MIR598/MIR609/MIR744/MIR944/MIRLET7A2/NUP43",51
"GO:0031047","GO:0031047","gene silencing by RNA","52/242","470/14236",6.15070557920213e-28,6.15070557920213e-28,3.87033148571294e-25,"MIR1183/MIR1251/MIR1255B1/MIR1296/MIR135A2/MIR147B/MIR186/MIR216A/MIR296/MIR298/MIR489/MIR516A1/MIR516A2/MIR516B1/MIR516B2/MIR517A/MIR517B/MIR517C/MIR518A1/MIR518A2/MIR518B/MIR518C/MIR518D/MIR518E/MIR518F/MIR519A1/MIR519A2/MIR519B/MIR519D/MIR520A/MIR520B/MIR520C/MIR520D/MIR520G/MIR520H/MIR522/MIR523/MIR524/MIR525/MIR526A1/MIR526A2/MIR526B/MIR527/MIR548P/MIR578/MIR598/MIR609/MIR744/MIR944/MIRLET7A2/NUP43/TDRD1",52
"GO:0050907","GO:0050907","detection of chemical stimulus involved in sensory perception","41/242","310/14236",4.90700245823766e-25,4.90700245823766e-25,2.47018503747684e-22,"GNAT3/OR10A4/OR10A5/OR10A7/OR10AG1/OR10Q1/OR10W1/OR12D2/OR13C8/OR13F1/OR14A16/OR1L6/OR2A14/OR2D2/OR4C6/OR4S1/OR51L1/OR52A1/OR52A5/OR52I2/OR52M1/OR5AR1/OR5B3/OR5D14/OR5D18/OR5I1/OR5L1/OR5M1/OR5V1/OR6B3/OR6C2/OR6C75/OR6C76/OR6Q1/OR7G2/OR8D2/OR9Q2/TAS2R10/TAS2R16/TAS2R39/TAS2R8",41
"GO:0007606","GO:0007606","sensory perception of chemical stimulus","42/242","352/14236",7.57070292499466e-24,7.57070292499466e-24,3.17590987703526e-21,"GNAT3/NAV2/OR10A4/OR10A5/OR10A7/OR10AG1/OR10Q1/OR10W1/OR12D2/OR13C8/OR13F1/OR14A16/OR1L6/OR2A14/OR2D2/OR4C6/OR4S1/OR51L1/OR52A1/OR52A5/OR52I2/OR52M1/OR5AR1/OR5B3/OR5D14/OR5D18/OR5I1/OR5L1/OR5M1/OR5V1/OR6B3/OR6C2/OR6C75/OR6C76/OR6Q1/OR7G2/OR8D2/OR9Q2/TAS2R10/TAS2R16/TAS2R39/TAS2R8",42
"GO:0009593","GO:0009593","detection of chemical stimulus","41/242","343/14236",2.56867923373901e-23,2.56867923373901e-23,9.23623661617298e-21,"GNAT3/OR10A4/OR10A5/OR10A7/OR10AG1/OR10Q1/OR10W1/OR12D2/OR13C8/OR13F1/OR14A16/OR1L6/OR2A14/OR2D2/OR4C6/OR4S1/OR51L1/OR52A1/OR52A5/OR52I2/OR52M1/OR5AR1/OR5B3/OR5D14/OR5D18/OR5I1/OR5L1/OR5M1/OR5V1/OR6B3/OR6C2/OR6C75/OR6C76/OR6Q1/OR7G2/OR8D2/OR9Q2/TAS2R10/TAS2R16/TAS2R39/TAS2R8",41
"GO:0050906","GO:0050906","detection of stimulus involved in sensory perception","41/242","354/14236",8.69040397374266e-23,8.69040397374266e-23,2.73421835023879e-20,"GNAT3/OR10A4/OR10A5/OR10A7/OR10AG1/OR10Q1/OR10W1/OR12D2/OR13C8/OR13F1/OR14A16/OR1L6/OR2A14/OR2D2/OR4C6/OR4S1/OR51L1/OR52A1/OR52A5/OR52I2/OR52M1/OR5AR1/OR5B3/OR5D14/OR5D18/OR5I1/OR5L1/OR5M1/OR5V1/OR6B3/OR6C2/OR6C75/OR6C76/OR6Q1/OR7G2/OR8D2/OR9Q2/TAS2R10/TAS2R16/TAS2R39/TAS2R8",41
"GO:0050911","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","36/242","271/14236",4.19852011108691e-22,4.19852011108691e-22,1.17418612440064e-19,"OR10A4/OR10A5/OR10A7/OR10AG1/OR10Q1/OR10W1/OR12D2/OR13C8/OR13F1/OR14A16/OR1L6/OR2A14/OR2D2/OR4C6/OR4S1/OR51L1/OR52A1/OR52A5/OR52I2/OR52M1/OR5AR1/OR5B3/OR5D14/OR5D18/OR5I1/OR5L1/OR5M1/OR5V1/OR6B3/OR6C2/OR6C75/OR6C76/OR6Q1/OR7G2/OR8D2/OR9Q2",36
"GO:0007608","GO:0007608","sensory perception of smell","37/242","293/14236",6.37475475560365e-22,6.37475475560365e-22,1.60452577198544e-19,"NAV2/OR10A4/OR10A5/OR10A7/OR10AG1/OR10Q1/OR10W1/OR12D2/OR13C8/OR13F1/OR14A16/OR1L6/OR2A14/OR2D2/OR4C6/OR4S1/OR51L1/OR52A1/OR52A5/OR52I2/OR52M1/OR5AR1/OR5B3/OR5D14/OR5D18/OR5I1/OR5L1/OR5M1/OR5V1/OR6B3/OR6C2/OR6C75/OR6C76/OR6Q1/OR7G2/OR8D2/OR9Q2",37
"GO:0006959","GO:0006959","humoral immune response","14/242","185/14236",3.34714792921403e-06,3.34714792921403e-06,0.000765888303439248,"BPIFB1/C6/C8A/CPN1/DEFA6/FGB/HTN1/IFNA5/IFNB1/IFNG/MIR520B/REG3A/REG3G/SEMG2",14
"GO:0001580","GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste","5/242","31/14236",0.000161250036410091,0.000161250036410091,0.0338221951370166,"GNAT3/TAS2R10/TAS2R16/TAS2R39/TAS2R8",5
"GO:0050913","GO:0050913","sensory perception of bitter taste","5/242","34/14236",0.000253333219523943,0.000253333219523943,0.0490492087339819,"GNAT3/TAS2R10/TAS2R16/TAS2R39/TAS2R8",5
