"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050907","GO:0050907","detection of chemical stimulus involved in sensory perception","60/450","310/14236",1.44151021942929e-30,1.44151021942929e-30,4.7786063774081e-27,"GNAT3/OR10A3/OR10A4/OR10A5/OR10AG1/OR10Q1/OR10S1/OR10W1/OR11G2/OR12D2/OR13C4/OR13C8/OR1D2/OR2C1/OR2D2/OR2G3/OR2H2/OR2S2/OR2T33/OR2W1/OR2W3/OR4C16/OR4C5/OR4D2/OR4K14/OR4S1/OR51A7/OR51D1/OR51E1/OR51E2/OR51F2/OR51L1/OR52A1/OR52A5/OR52B2/OR52E8/OR52H1/OR52I2/OR52K1/OR52M1/OR56A1/OR56A4/OR5AR1/OR5B3/OR5D18/OR5L1/OR5M1/OR5P3/OR5V1/OR6C1/OR6C2/OR6C75/OR6Q1/OR6T1/OR9Q2/PIGR/TAS2R10/TAS2R46/TAS2R50/TAS2R8",60
"GO:0009593","GO:0009593","detection of chemical stimulus","62/450","343/14236",8.1064079904699e-30,8.1064079904699e-30,1.34363712442039e-26,"CASQ2/GNAT3/LBP/OR10A3/OR10A4/OR10A5/OR10AG1/OR10Q1/OR10S1/OR10W1/OR11G2/OR12D2/OR13C4/OR13C8/OR1D2/OR2C1/OR2D2/OR2G3/OR2H2/OR2S2/OR2T33/OR2W1/OR2W3/OR4C16/OR4C5/OR4D2/OR4K14/OR4S1/OR51A7/OR51D1/OR51E1/OR51E2/OR51F2/OR51L1/OR52A1/OR52A5/OR52B2/OR52E8/OR52H1/OR52I2/OR52K1/OR52M1/OR56A1/OR56A4/OR5AR1/OR5B3/OR5D18/OR5L1/OR5M1/OR5P3/OR5V1/OR6C1/OR6C2/OR6C75/OR6Q1/OR6T1/OR9Q2/PIGR/TAS2R10/TAS2R46/TAS2R50/TAS2R8",62
"GO:0007606","GO:0007606","sensory perception of chemical stimulus","62/450","352/14236",3.69090311582066e-29,3.69090311582066e-29,4.07844794298183e-26,"GNAT3/NAV2/OMP/OR10A3/OR10A4/OR10A5/OR10AG1/OR10Q1/OR10S1/OR10W1/OR11G2/OR12D2/OR13C4/OR13C8/OR1D2/OR2C1/OR2D2/OR2G3/OR2H2/OR2S2/OR2T33/OR2W1/OR2W3/OR4C16/OR4C5/OR4D2/OR4K14/OR4S1/OR51A7/OR51D1/OR51E1/OR51E2/OR51F2/OR51L1/OR52A1/OR52A5/OR52B2/OR52E8/OR52H1/OR52I2/OR52K1/OR52M1/OR56A1/OR56A4/OR5AR1/OR5B3/OR5D18/OR5L1/OR5M1/OR5P3/OR5V1/OR6C1/OR6C2/OR6C75/OR6Q1/OR6T1/OR9Q2/PIGR/TAS2R10/TAS2R46/TAS2R50/TAS2R8",62
"GO:0007608","GO:0007608","sensory perception of smell","56/450","293/14236",2.93041586384069e-28,2.93041586384069e-28,2.08931804968534e-25,"NAV2/OMP/OR10A3/OR10A4/OR10A5/OR10AG1/OR10Q1/OR10S1/OR10W1/OR11G2/OR12D2/OR13C4/OR13C8/OR1D2/OR2C1/OR2D2/OR2G3/OR2H2/OR2S2/OR2T33/OR2W1/OR2W3/OR4C16/OR4C5/OR4D2/OR4K14/OR4S1/OR51A7/OR51D1/OR51E1/OR51E2/OR51F2/OR51L1/OR52A1/OR52A5/OR52B2/OR52E8/OR52H1/OR52I2/OR52K1/OR52M1/OR56A1/OR56A4/OR5AR1/OR5B3/OR5D18/OR5L1/OR5M1/OR5P3/OR5V1/OR6C1/OR6C2/OR6C75/OR6Q1/OR6T1/OR9Q2",56
"GO:0050911","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","54/450","271/14236",3.26620606752163e-28,3.26620606752163e-28,2.08931804968534e-25,"OR10A3/OR10A4/OR10A5/OR10AG1/OR10Q1/OR10S1/OR10W1/OR11G2/OR12D2/OR13C4/OR13C8/OR1D2/OR2C1/OR2D2/OR2G3/OR2H2/OR2S2/OR2T33/OR2W1/OR2W3/OR4C16/OR4C5/OR4D2/OR4K14/OR4S1/OR51A7/OR51D1/OR51E1/OR51E2/OR51F2/OR51L1/OR52A1/OR52A5/OR52B2/OR52E8/OR52H1/OR52I2/OR52K1/OR52M1/OR56A1/OR56A4/OR5AR1/OR5B3/OR5D18/OR5L1/OR5M1/OR5P3/OR5V1/OR6C1/OR6C2/OR6C75/OR6Q1/OR6T1/OR9Q2",54
"GO:0050906","GO:0050906","detection of stimulus involved in sensory perception","61/450","354/14236",3.7815711306522e-28,3.7815711306522e-28,2.08931804968534e-25,"GNAT3/OR10A3/OR10A4/OR10A5/OR10AG1/OR10Q1/OR10S1/OR10W1/OR11G2/OR12D2/OR13C4/OR13C8/OR1D2/OR2C1/OR2D2/OR2G3/OR2H2/OR2S2/OR2T33/OR2W1/OR2W3/OR4C16/OR4C5/OR4D2/OR4K14/OR4S1/OR51A7/OR51D1/OR51E1/OR51E2/OR51F2/OR51L1/OR52A1/OR52A5/OR52B2/OR52E8/OR52H1/OR52I2/OR52K1/OR52M1/OR56A1/OR56A4/OR5AR1/OR5B3/OR5D18/OR5L1/OR5M1/OR5P3/OR5V1/OR6C1/OR6C2/OR6C75/OR6Q1/OR6T1/OR9Q2/PIGR/TAS2R10/TAS2R46/TAS2R50/TAS2R8/TMC1",61
"GO:0035195","GO:0035195","gene silencing by miRNA","44/450","438/14236",1.0039837762056e-11,1.0039837762056e-11,4.75458031160224e-09,"AGO1/MIR1183/MIR1197/MIR1255B1/MIR127/MIR1296/MIR135A2/MIR136/MIR147B/MIR186/MIR190A/MIR199A1/MIR215/MIR216A/MIR302B/MIR302C/MIR302D/MIR30B/MIR30D/MIR323A/MIR337/MIR367/MIR431/MIR432/MIR433/MIR455/MIR483/MIR495/MIR548P/MIR554/MIR556/MIR558/MIR569/MIR577/MIR588/MIR598/MIR631/MIR644A/MIR655/MIR665/MIR744/MIR761/MIR765/MIR944",44
"GO:0035194","GO:0035194","post-transcriptional gene silencing by RNA","44/450","448/14236",2.13692145986443e-11,2.13692145986443e-11,8.47705673322955e-09,"AGO1/MIR1183/MIR1197/MIR1255B1/MIR127/MIR1296/MIR135A2/MIR136/MIR147B/MIR186/MIR190A/MIR199A1/MIR215/MIR216A/MIR302B/MIR302C/MIR302D/MIR30B/MIR30D/MIR323A/MIR337/MIR367/MIR431/MIR432/MIR433/MIR455/MIR483/MIR495/MIR548P/MIR554/MIR556/MIR558/MIR569/MIR577/MIR588/MIR598/MIR631/MIR644A/MIR655/MIR665/MIR744/MIR761/MIR765/MIR944",44
"GO:0016441","GO:0016441","posttranscriptional gene silencing","44/450","449/14236",2.30146336648766e-11,2.30146336648766e-11,8.47705673322955e-09,"AGO1/MIR1183/MIR1197/MIR1255B1/MIR127/MIR1296/MIR135A2/MIR136/MIR147B/MIR186/MIR190A/MIR199A1/MIR215/MIR216A/MIR302B/MIR302C/MIR302D/MIR30B/MIR30D/MIR323A/MIR337/MIR367/MIR431/MIR432/MIR433/MIR455/MIR483/MIR495/MIR548P/MIR554/MIR556/MIR558/MIR569/MIR577/MIR588/MIR598/MIR631/MIR644A/MIR655/MIR665/MIR744/MIR761/MIR765/MIR944",44
"GO:0031047","GO:0031047","gene silencing by RNA","44/450","470/14236",1.03494262826844e-10,1.03494262826844e-10,3.43083481270989e-08,"AGO1/MIR1183/MIR1197/MIR1255B1/MIR127/MIR1296/MIR135A2/MIR136/MIR147B/MIR186/MIR190A/MIR199A1/MIR215/MIR216A/MIR302B/MIR302C/MIR302D/MIR30B/MIR30D/MIR323A/MIR337/MIR367/MIR431/MIR432/MIR433/MIR455/MIR483/MIR495/MIR548P/MIR554/MIR556/MIR558/MIR569/MIR577/MIR588/MIR598/MIR631/MIR644A/MIR655/MIR665/MIR744/MIR761/MIR765/MIR944",44
"GO:0018149","GO:0018149","peptide cross-linking","9/450","52/14236",3.19645702925853e-05,3.19645702925853e-05,0.00963295913817458,"COL3A1/DCN/LCE1A/LCE1B/LCE1C/LCE3C/SPRR2B/SPRR2D/SPRR4",9
"GO:0031424","GO:0031424","keratinization","13/450","124/14236",0.000149462229447206,0.000149462229447206,0.0412889408847905,"DSG1/DSG4/KRT27/KRT3/KRT33B/KRT6C/LCE1A/LCE1B/LCE1C/LCE3C/SPRR2B/SPRR2D/SPRR4",13
"GO:0009913","GO:0009913","epidermal cell differentiation","19/450","246/14236",0.000312998852749803,0.000312998852749803,0.0798147074511998,"CTNNB1/DSG1/DSG4/KRT27/KRT3/KRT33B/KRT6C/LCE1A/LCE1B/LCE1C/LCE3C/REG3A/REG3G/RUNX1/SPRR2B/SPRR2D/SPRR4/TMC1/USH2A",19
"GO:0001580","GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste","6/450","31/14236",0.000362663337555007,0.000362663337555007,0.0858734974282034,"GNAT3/PIGR/TAS2R10/TAS2R46/TAS2R50/TAS2R8",6
"GO:0030216","GO:0030216","keratinocyte differentiation","16/450","198/14236",0.000560330256867159,0.000560330256867159,0.123832986767642,"DSG1/DSG4/KRT27/KRT3/KRT33B/KRT6C/LCE1A/LCE1B/LCE1C/LCE3C/REG3A/REG3G/RUNX1/SPRR2B/SPRR2D/SPRR4",16
"GO:0050913","GO:0050913","sensory perception of bitter taste","6/450","34/14236",0.00061142808723938,0.00061142808723938,0.126680256824909,"GNAT3/PIGR/TAS2R10/TAS2R46/TAS2R50/TAS2R8",6
"GO:0045214","GO:0045214","sarcomere organization","7/450","49/14236",0.000819564608227444,0.000819564608227444,0.154610666341218,"CASQ2/IGSF22/LDB3/MYH6/MYPN/SYNPO2L/TTN",7
"GO:0050912","GO:0050912","detection of chemical stimulus involved in sensory perception of taste","6/450","36/14236",0.000839514930359554,0.000839514930359554,0.154610666341218,"GNAT3/PIGR/TAS2R10/TAS2R46/TAS2R50/TAS2R8",6
"GO:0030239","GO:0030239","myofibril assembly","8/450","66/14236",0.00107835215153034,0.00107835215153034,0.188144072753845,"CASQ2/IGSF22/LDB3/MYH6/MYPN/NEB/SYNPO2L/TTN",8
"GO:0008544","GO:0008544","epidermis development","22/450","341/14236",0.00126765767920705,0.00126765767920705,0.210114260328568,"CALML5/CTNNB1/DCT/DSG1/DSG4/KRT27/KRT3/KRT33B/KRT6C/LCE1A/LCE1B/LCE1C/LCE3C/REG3A/REG3G/RUNX1/SATB1/SPRR2B/SPRR2D/SPRR4/TMC1/USH2A",22
"GO:0097329","GO:0097329","response to antimetabolite","3/450","11/14236",0.00428344659065497,0.00428344659065497,0.676172640381963,"DDI1/DDI2/SLC22A6",3
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","10/450","121/14236",0.00501285716837276,0.00501285716837276,0.731458787693317,"BPIFB1/CTSS/FGA/FGB/LBP/LILRA4/REG3G/RTN4/TAB2/TNIP3",10
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","9/450","103/14236",0.00529562923216881,0.00529562923216881,0.731458787693317,"CASQ2/FABP9/IGSF22/LDB3/MYH6/MYPN/NEB/SYNPO2L/TTN",9
"GO:0070268","GO:0070268","cornification","9/450","103/14236",0.00529562923216881,0.00529562923216881,0.731458787693317,"DSG1/DSG4/KRT27/KRT3/KRT33B/KRT6C/LCE1A/SPRR2B/SPRR2D",9
"GO:0006000","GO:0006000","fructose metabolic process","3/450","12/14236",0.00557844113141128,0.00557844113141128,0.739701294025136,"ALDH1A1/ALDOB/FBP2",3
"GO:0007601","GO:0007601","visual perception","13/450","187/14236",0.00653195728886757,0.00653195728886757,0.804843058177947,"ABCA4/CLIC5/GUCA1A/HPS1/LRIT3/OPN4/OPN5/PDC/RBP3/RD3/RDH12/TYR/USH2A",13
"GO:0006953","GO:0006953","acute-phase response","5/450","38/14236",0.00655528282678871,0.00655528282678871,0.804843058177947,"INS/LBP/REG3A/REG3G/SAA4",5
"GO:0050953","GO:0050953","sensory perception of light stimulus","13/450","189/14236",0.00712254561398022,0.00712254561398022,0.843258525369444,"ABCA4/CLIC5/GUCA1A/HPS1/LRIT3/OPN4/OPN5/PDC/RBP3/RD3/RDH12/TYR/USH2A",13
"GO:0050909","GO:0050909","sensory perception of taste","6/450","55/14236",0.0075530804242422,0.0075530804242422,0.863395227805617,"GNAT3/PIGR/TAS2R10/TAS2R46/TAS2R50/TAS2R8",6
"GO:0043588","GO:0043588","skin development","18/450","303/14236",0.00789108435803832,0.00789108435803832,0.871964821563234,"COL3A1/CTNNB1/DSG1/DSG4/KRT27/KRT3/KRT33B/KRT6C/LCE1A/LCE1B/LCE1C/LCE3C/REG3A/REG3G/RUNX1/SPRR2B/SPRR2D/SPRR4",18
"GO:0034308","GO:0034308","primary alcohol metabolic process","7/450","75/14236",0.00940145339646166,0.00940145339646166,0.999998714041564,"AKR1C1/ALDH1A1/BMP5/HAO1/RDH12/RDH13/SULT1B1",7
"GO:0048066","GO:0048066","developmental pigmentation","5/450","42/14236",0.0100249157193843,0.0100249157193843,0.999998714041564,"BLOC1S5/DCT/MREG/OR51E2/TYR",5
"GO:0019730","GO:0019730","antimicrobial humoral response","7/450","77/14236",0.0107979616749372,0.0107979616749372,0.999998714041564,"BPIFA2/BPIFB1/DEFA6/FGA/FGB/REG3A/REG3G",7
"GO:0006959","GO:0006959","humoral immune response","12/450","185/14236",0.0146634382089834,0.0146634382089834,0.999998714041564,"BPIFA2/BPIFB1/C1QB/CFH/CPN1/DEFA6/FGA/FGB/IFNB1/POU2F2/REG3A/REG3G",12
"GO:0009312","GO:0009312","oligosaccharide biosynthetic process","3/450","17/14236",0.0153376879590337,0.0153376879590337,0.999998714041564,"B3GALT1/FBP2/LALBA",3
"GO:0048739","GO:0048739","cardiac muscle fiber development","3/450","17/14236",0.0153376879590337,0.0153376879590337,0.999998714041564,"IGSF22/MYH6/TTN",3
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","4/450","31/14236",0.0157746306707367,0.0157746306707367,0.999998714041564,"FGA/FGB/MIR30B/MIR495",4
"GO:0007602","GO:0007602","phototransduction","5/450","47/14236",0.0159068894501326,0.0159068894501326,0.999998714041564,"ABCA4/GUCA1A/OPN4/OPN5/PDC",5
"GO:0055002","GO:0055002","striated muscle cell development","10/450","144/14236",0.0161089062908342,0.0161089062908342,0.999998714041564,"AKAP6/CASQ2/IGSF22/LDB3/MIR199A1/MYH6/MYPN/NEB/SYNPO2L/TTN",10
"GO:0001523","GO:0001523","retinoid metabolic process","7/450","85/14236",0.0179085692146395,0.0179085692146395,0.999998714041564,"ABCA4/AKR1C1/ALDH1A1/CYP2C8/RBP3/RDH12/RDH13",7
"GO:0042742","GO:0042742","defense response to bacterium","12/450","193/14236",0.0198042227530486,0.0198042227530486,0.999998714041564,"BPIFA2/DEFA6/DEFB110/DEFB113/FGA/FGB/FPR2/LALBA/LBP/LCE3C/REG3G/SPACA3",12
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","6/450","70/14236",0.0230673807599741,0.0230673807599741,0.999998714041564,"DEFA6/LALBA/LBP/LCE3C/REG3G/SPACA3",6
"GO:0014896","GO:0014896","muscle hypertrophy","7/450","90/14236",0.023740059293056,0.023740059293056,0.999998714041564,"AKAP6/MIR199A1/MLIP/MSTN/MTPN/MYH6/TTN",7
"GO:0030049","GO:0030049","muscle filament sliding","4/450","35/14236",0.0237916773518061,0.0237916773518061,0.999998714041564,"MYH6/MYH8/NEB/TTN",4
"GO:0033275","GO:0033275","actin-myosin filament sliding","4/450","35/14236",0.0237916773518061,0.0237916773518061,0.999998714041564,"MYH6/MYH8/NEB/TTN",4
"GO:0055013","GO:0055013","cardiac muscle cell development","6/450","71/14236",0.0245494930065512,0.0245494930065512,0.999998714041564,"AKAP6/IGSF22/MIR199A1/MYH6/NEB/TTN",6
"GO:0016101","GO:0016101","diterpenoid metabolic process","7/450","91/14236",0.0250462329449615,0.0250462329449615,0.999998714041564,"ABCA4/AKR1C1/ALDH1A1/CYP2C8/RBP3/RDH12/RDH13",7
"GO:0002385","GO:0002385","mucosal immune response","3/450","21/14236",0.027336648542277,0.027336648542277,0.999998714041564,"BPIFB1/DEFA6/PIGR",3
"GO:0035025","GO:0035025","positive regulation of Rho protein signal transduction","3/450","21/14236",0.027336648542277,0.027336648542277,0.999998714041564,"COL3A1/LPAR6/SYNPO2L",3
"GO:0055001","GO:0055001","muscle cell development","10/450","157/14236",0.0274980402985556,0.0274980402985556,0.999998714041564,"AKAP6/CASQ2/IGSF22/LDB3/MIR199A1/MYH6/MYPN/NEB/SYNPO2L/TTN",10
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","10/450","161/14236",0.0319374471103748,0.0319374471103748,0.999998714041564,"BPIFB1/CTSS/FGA/FGB/LBP/LILRA4/REG3G/RTN4/TAB2/TNIP3",10
"GO:0055003","GO:0055003","cardiac myofibril assembly","3/450","23/14236",0.0347568348331783,0.0347568348331783,0.999998714041564,"IGSF22/NEB/TTN",3
"GO:0042116","GO:0042116","macrophage activation","6/450","77/14236",0.0347812068961181,0.0347812068961181,0.999998714041564,"CD93/FPR2/IFNGR1/IL31RA/LBP/SPACA3",6
"GO:0055006","GO:0055006","cardiac cell development","6/450","77/14236",0.0347812068961181,0.0347812068961181,0.999998714041564,"AKAP6/IGSF22/MIR199A1/MYH6/NEB/TTN",6
"GO:0006081","GO:0006081","cellular aldehyde metabolic process","5/450","58/14236",0.0359396624148762,0.0359396624148762,0.999998714041564,"AKR1C1/ALDH1A1/ALDOB/BMP5/RDH13",5
"GO:0006721","GO:0006721","terpenoid metabolic process","7/450","99/14236",0.0372947662618644,0.0372947662618644,0.999998714041564,"ABCA4/AKR1C1/ALDH1A1/CYP2C8/RBP3/RDH12/RDH13",7
"GO:0006570","GO:0006570","tyrosine metabolic process","2/450","10/14236",0.0379262380030587,0.0379262380030587,0.999998714041564,"DCT/TYR",2
"GO:0009812","GO:0009812","flavonoid metabolic process","2/450","10/14236",0.0379262380030587,0.0379262380030587,0.999998714041564,"SULT1B1/UGT1A4",2
"GO:0052695","GO:0052695","cellular glucuronidation","2/450","10/14236",0.0379262380030587,0.0379262380030587,0.999998714041564,"UGT1A4/UGT2A3",2
"GO:0072531","GO:0072531","pyrimidine-containing compound transmembrane transport","2/450","10/14236",0.0379262380030587,0.0379262380030587,0.999998714041564,"C2orf83/SLC28A3",2
"GO:1902950","GO:1902950","regulation of dendritic spine maintenance","2/450","10/14236",0.0379262380030587,0.0379262380030587,0.999998714041564,"INS/MIR30B",2
"GO:0002251","GO:0002251","organ or tissue specific immune response","3/450","24/14236",0.0388171087070682,0.0388171087070682,0.999998714041564,"BPIFB1/DEFA6/PIGR",3
"GO:0019731","GO:0019731","antibacterial humoral response","3/450","24/14236",0.0388171087070682,0.0388171087070682,0.999998714041564,"DEFA6/FGA/FGB",3
"GO:0034754","GO:0034754","cellular hormone metabolic process","7/450","100/14236",0.0390599834588892,0.0390599834588892,0.999998714041564,"AKR1C1/ALDH1A1/BMP5/CYP2C8/HSD3B2/RDH12/RDH13",7
"GO:0030857","GO:0030857","negative regulation of epithelial cell differentiation","4/450","42/14236",0.0428703993153037,0.0428703993153037,0.999998714041564,"CTNNB1/MIR495/REG3A/REG3G",4
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","4/450","42/14236",0.0428703993153037,0.0428703993153037,0.999998714041564,"BMP5/CCL5/FPR2/MSTN",4
"GO:0009583","GO:0009583","detection of light stimulus","5/450","61/14236",0.0432631479228877,0.0432631479228877,0.999998714041564,"ABCA4/GUCA1A/OPN4/OPN5/PDC",5
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","5/450","61/14236",0.0432631479228877,0.0432631479228877,0.999998714041564,"DEFA6/LALBA/LBP/LCE3C/SPACA3",5
"GO:0002227","GO:0002227","innate immune response in mucosa","2/450","11/14236",0.0454024138724817,0.0454024138724817,0.999998714041564,"BPIFB1/DEFA6",2
"GO:0002430","GO:0002430","complement receptor mediated signaling pathway","2/450","11/14236",0.0454024138724817,0.0454024138724817,0.999998714041564,"FPR1/FPR2",2
"GO:0003306","GO:0003306","Wnt signaling pathway involved in heart development","2/450","11/14236",0.0454024138724817,0.0454024138724817,0.999998714041564,"CTNNB1/WNT8A",2
"GO:0005984","GO:0005984","disaccharide metabolic process","2/450","11/14236",0.0454024138724817,0.0454024138724817,0.999998714041564,"FBP2/LALBA",2
"GO:0010838","GO:0010838","positive regulation of keratinocyte proliferation","2/450","11/14236",0.0454024138724817,0.0454024138724817,0.999998714041564,"REG3A/REG3G",2
"GO:0030241","GO:0030241","skeletal muscle myosin thick filament assembly","2/450","11/14236",0.0454024138724817,0.0454024138724817,0.999998714041564,"IGSF22/TTN",2
"GO:0042340","GO:0042340","keratan sulfate catabolic process","2/450","11/14236",0.0454024138724817,0.0454024138724817,0.999998714041564,"GNS/OMD",2
"GO:0061051","GO:0061051","positive regulation of cell growth involved in cardiac muscle cell development","2/450","11/14236",0.0454024138724817,0.0454024138724817,0.999998714041564,"AKAP6/MIR199A1",2
"GO:0071688","GO:0071688","striated muscle myosin thick filament assembly","2/450","11/14236",0.0454024138724817,0.0454024138724817,0.999998714041564,"IGSF22/TTN",2
"GO:1904036","GO:1904036","negative regulation of epithelial cell apoptotic process","4/450","43/14236",0.0461333143677216,0.0461333143677216,0.999998714041564,"FGA/FGB/MIR30B/MIR495",4
"GO:0014743","GO:0014743","regulation of muscle hypertrophy","5/450","63/14236",0.0486079476238236,0.0486079476238236,0.999998714041564,"AKAP6/MIR199A1/MLIP/MSTN/MTPN",5
"GO:0009988","GO:0009988","cell-cell recognition","5/450","64/14236",0.0514200092536005,0.0514200092536005,0.999998714041564,"ADAM20/CLEC4M/PAEP/PRF1/SPACA3",5
"GO:0051146","GO:0051146","striated muscle cell differentiation","13/450","248/14236",0.0518509542466917,0.0518509542466917,0.999998714041564,"AKAP6/CASQ2/IGSF22/LDB3/MIR199A1/MTPN/MYH6/MYPN/NEB/PLEKHO1/SYNPO2L/TTN/WNT8A",13
"GO:0010894","GO:0010894","negative regulation of steroid biosynthetic process","3/450","27/14236",0.0523625404602684,0.0523625404602684,0.999998714041564,"BMP5/MALRD1/MIR548P",3
"GO:0006705","GO:0006705","mineralocorticoid biosynthetic process","2/450","12/14236",0.0533672084206958,0.0533672084206958,0.999998714041564,"BMP5/HSD3B2",2
"GO:0008212","GO:0008212","mineralocorticoid metabolic process","2/450","12/14236",0.0533672084206958,0.0533672084206958,0.999998714041564,"BMP5/HSD3B2",2
"GO:0031034","GO:0031034","myosin filament assembly","2/450","12/14236",0.0533672084206958,0.0533672084206958,0.999998714041564,"IGSF22/TTN",2
"GO:0051451","GO:0051451","myoblast migration","2/450","12/14236",0.0533672084206958,0.0533672084206958,0.999998714041564,"MSTN/PLEKHO1",2
"GO:0060263","GO:0060263","regulation of respiratory burst","2/450","12/14236",0.0533672084206958,0.0533672084206958,0.999998714041564,"INS/LBP",2
"GO:0003300","GO:0003300","cardiac muscle hypertrophy","6/450","86/14236",0.0546837847470747,0.0546837847470747,0.999998714041564,"AKAP6/MIR199A1/MLIP/MTPN/MYH6/TTN",6
"GO:0055007","GO:0055007","cardiac muscle cell differentiation","7/450","108/14236",0.0551533706579221,0.0551533706579221,0.999998714041564,"AKAP6/IGSF22/MIR199A1/MYH6/NEB/TTN/WNT8A",7
"GO:0043473","GO:0043473","pigmentation","6/450","87/14236",0.0572452162501956,0.0572452162501956,0.999998714041564,"BLOC1S5/DCT/HPS1/MREG/OR51E2/TYR",6
"GO:0010837","GO:0010837","regulation of keratinocyte proliferation","3/450","28/14236",0.0573195532168051,0.0573195532168051,0.999998714041564,"PRKD1/REG3A/REG3G",3
"GO:0045922","GO:0045922","negative regulation of fatty acid metabolic process","3/450","28/14236",0.0573195532168051,0.0573195532168051,0.999998714041564,"INS/MIR548P/PIBF1",3
"GO:0009581","GO:0009581","detection of external stimulus","7/450","109/14236",0.057416599990003,0.057416599990003,0.999998714041564,"ABCA4/GUCA1A/OPN4/OPN5/PDC/TMC1/TTN",7
"GO:0014897","GO:0014897","striated muscle hypertrophy","6/450","88/14236",0.0598775529587054,0.0598775529587054,0.999998714041564,"AKAP6/MIR199A1/MLIP/MTPN/MYH6/TTN",6
