"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006364","GO:0006364","rRNA processing","108/5992","181/14528",3.86451920251573e-07,3.86451920251573e-07,0.00232991862719673,"WDR3/RPS27/RNASEL/MRTO4/RRP15/NVL/HEATR1/RPL11/NOL9/RPF1/ZNHIT6/RPL5/GTPBP4/PDCD11/RPP38/BMS1/SIRT1/DDX21/RPS24/RPP30/DDX10/FDXACB1/PIH1D2/WDR74/RRP8/UTP20/DDX54/POP5/DHX37/WBP11/KRR1/EXOSC8/UTP14C/DIS3/NGDN/FCF1/DDX24/RPUSD2/IMP3/RSL1D1/RPS2/TBL3/NOB1/METTL16/ZNHIT3/DDX52/RPL27/UTP18/NOL11/USP36/EIF4A3/RPL26/RIOK3/RBFA/KRI1/DDX49/POP4/RPS16/FBL/EXOSC5/RPS19/PIH1D1/RPS9/RPS28/WDR75/NOP58/WDR12/WDR43/MPHOSPH10/ESF1/XRN2/DDX27/RPS21/URB1/RRP1/FAM207A/NUDT16/EXOSC7/SHQ1/NSUN3/GAR1/LSM6/NAF1/ZCCHC4/LYAR/UTP3/WDR36/SRFBP1/RPS14/DIMT1/UTP15/NSA2/TFB1M/GTF2H5/BYSL/RPP40/MDN1/POP7/DDX56/DCAF13/CHD7/RPL7/ERI1/TEX10/RPS6/NOL6/RCL1/NOL8",108
"GO:0016072","GO:0016072","rRNA metabolic process","111/5992","190/14528",1.17484888648536e-06,1.17484888648536e-06,0.00354158196831012,"WDR3/RPS27/RNASEL/MRTO4/RRP15/NVL/HEATR1/RPL11/NOL9/RPF1/ZNHIT6/RPL5/GTPBP4/PDCD11/RPP38/BMS1/SIRT1/DDX21/RPS24/RPP30/DDX10/FDXACB1/PIH1D2/WDR74/RRP8/UTP20/DDX54/POP5/DHX37/WBP11/KRR1/EXOSC8/UTP14C/DIS3/NGDN/FCF1/DDX24/RPUSD2/IMP3/RSL1D1/RPS2/TBL3/NOB1/METTL16/ZNHIT3/DDX52/RPL27/UTP18/NOL11/USP36/EIF4A3/RPL26/RIOK3/RBFA/KRI1/DDX49/POP4/RPS16/FBL/EXOSC5/RPS19/PIH1D1/RPS9/RPS28/NIFK/WDR75/NOP58/WDR12/WDR43/MPHOSPH10/ESF1/XRN2/DDX27/RPS21/URB1/RRP1/FAM207A/NUDT16/XRN1/EXOSC7/SHQ1/NSUN3/GAR1/LSM6/NAF1/ZCCHC4/LYAR/UTP3/WDR36/SRFBP1/RPS14/DROSHA/DIMT1/UTP15/NSA2/TFB1M/GTF2H5/BYSL/RPP40/MDN1/POP7/DDX56/DCAF13/CHD7/RPL7/ERI1/TEX10/RPS6/NOL6/RCL1/NOL8",111
"GO:0034470","GO:0034470","ncRNA processing","169/5992","312/14528",2.23942448643281e-06,2.23942448643281e-06,0.00450049674290113,"TRMT13/WDR3/RPS27/ADAR/RNASEL/TSEN15/MRTO4/INTS7/RRP15/NVL/HEATR1/RPL11/ZBTB8OS/AGO3/TRIT1/TOE1/NOL9/TYW3/RPF1/ZNHIT6/RPL5/GTPBP4/PDCD11/TRUB1/SEPHS1/RPP38/NSUN6/BMS1/SIRT1/DDX21/RPS24/RPP30/DDX10/FDXACB1/PIH1D2/PUS3/RPUSD4/ELP4/WDR74/RRP8/INTS4/UTP20/DDX54/POP5/DHX37/WBP11/TARBP2/METTL1/KRR1/EXOSC8/UTP14C/DIS3/TRMT61A/RPPH1/OSGEP/METTL3/NGDN/FCF1/ALKBH1/DDX24/DICER1/FAM98B/RPUSD2/IMP3/RSL1D1/RPS2/TBL3/SEPHS2/NOB1/ELAC2/METTL16/ZNHIT3/DDX52/RPL27/UTP18/NOL11/USP36/EIF4A3/RPL26/RIOK3/ELP2/RBFA/KRI1/DDX49/POP4/RPS16/FBL/EXOSC5/RPS19/PIH1D1/CTU1/TSEN34/RPS9/DUS3L/RPS28/SSB/METTL8/PRKRA/WDR75/OSGEPL1/TYW5/NOP58/WDR12/WDR43/PUS10/MPHOSPH10/TPRKB/ESF1/XRN2/DDX27/MOCS3/TRMT6/RPS21/URB1/WDR4/RRP1/FAM207A/RTCB/TRMU/NUDT16/DPH3/EXOSC7/SHQ1/NSUN3/TRMT10A/INTS12/GAR1/LSM6/NAF1/ZCCHC4/LYAR/UTP3/GRSF1/WDR36/SRFBP1/RPS14/DROSHA/DIMT1/UTP15/NSA2/LIN28B/TRMT11/ADAT2/TFB1M/GTF2H5/BYSL/RPP40/FARS2/MDN1/POP7/SRRT/DUS4L/DDX56/PTCD1/DCAF13/AGO2/ELP3/INTS9/CHD7/RPL7/ERI1/POP1/TEX10/RPS6/NOL6/TRMT10B/RCL1/C9orf64/NOL8",169
"GO:0034660","GO:0034660","ncRNA metabolic process","196/5992","376/14528",1.04224921942186e-05,1.04224921942186e-05,0.0157093013597359,"TRMT13/WDR3/TARS2/TDRKH/RPS27/ADAR/DARS2/RNASEL/TSEN15/MRTO4/INTS7/RRP15/NVL/HEATR1/RPL11/ZBTB8OS/AGO3/TRIT1/TOE1/PARS2/NOL9/TYW3/RPF1/ZNHIT6/RPL5/GTPBP4/PDCD11/TRUB1/PSTK/SEPHS1/RPP38/NSUN6/BMS1/SIRT1/DDX21/PPA1/RPS24/RPP30/DDX10/FDXACB1/PIH1D2/PUS3/RPUSD4/ELP4/WDR74/RELA/RRP8/INTS4/NARS2/UTP20/DDX54/POP5/DHX37/PIWIL1/WBP11/YARS2/TARBP2/METTL1/KRR1/EXOSC8/UTP14C/DIS3/TRMT61A/TDRD9/RPPH1/OSGEP/METTL3/NGDN/DTD2/FCF1/ALKBH1/DDX24/DICER1/FAM98B/RPUSD2/EXD1/IMP3/RSL1D1/RPS2/TBL3/EARS2/SEPHS2/NOB1/ELAC2/METTL16/ZNHIT3/DDX52/RPL27/UTP18/NOL11/USP36/EIF4A3/RPL26/RIOK3/ELP2/RBFA/KRI1/DDX49/POP4/TDRD12/RPS16/FBL/EXOSC5/RPS19/PIH1D1/CTU1/TSEN34/RPS9/DUS3L/RPS28/NIFK/SSB/METTL8/PRKRA/WDR75/OSGEPL1/TYW5/NOP58/WDR12/FARSB/WDR43/PUS10/MPHOSPH10/TPRKB/ESF1/XRN2/DDX27/MOCS3/TRMT6/RPS21/URB1/WDR4/RRP1/FAM207A/RTCB/TRMU/NUDT16/XRN1/DPH3/EXOSC7/LARS2/SHQ1/NSUN3/TRMT10A/NFKB1/INTS12/AIMP1/GAR1/LSM6/NAF1/ZCCHC4/LYAR/UTP3/GRSF1/WDR36/SRFBP1/RPS14/DROSHA/DIMT1/UTP15/NSA2/LIN28B/QRSL1/TRMT11/ADAT2/TFB1M/GTF2H5/BYSL/XPO5/RPP40/FARS2/EEF1E1/RARS2/MDN1/POP7/SRRT/DUS4L/DDX56/PTCD1/DCAF13/AGO2/ELP3/INTS9/CHD7/MYBL1/RPL7/ERI1/POP1/TEX10/RC3H2/RPS6/NOL6/TRMT10B/RCL1/C9orf64/NOL8",196
"GO:0030216","GO:0030216","keratinocyte differentiation","110/5992","198/14528",3.04894187798447e-05,3.04894187798447e-05,0.0367641411647368,"TXNIP/LCE3E/LCE3D/LCE2D/LCE2B/LCE2C/LCE4A/C1orf68/LCE1F/LCE1D/LCE6A/IVL/SPRR4/SPRR1A/SPRR2F/SPRR2G/LELP1/S100A7/TMEM79/CELA2A/IL20/IRF6/POU3F1/ERRFI1/AKR1C3/PSAP/LIPM/YAP1/EXPH5/TSG101/PAX6/PPHLN1/KRT7/KRT86/KRT81/KRT83/KRT85/KRT84/KRT82/KRT75/KRT6B/KRT6C/KRT5/KRT71/KRT74/KRT73/KRT2/KRT1/KRT76/KRT3/KRT4/KRT78/KRT79/CYP27B1/SCEL/TGM1/SGPP1/PRSS8/PPL/CDH3/FOXN1/KRT26/KRT27/KRT28/KRT10/KRT12/KRT23/KRT39/KRT40/KRT33A/KRT33B/KRT34/KRT31/KRT37/KRT38/KRT32/KRT36/KRT35/KRT13/KRT19/KRT15/KRT9/KRT14/ALOX15B/ROCK1/DSG2/SERPINB13/KLK5/KLK13/KLK14/ROCK2/ABCA12/OVOL2/TGM3/PI3/CSTA/INTU/PALLD/CASP3/MSX2/LATS1/FOXC1/WNT16/HOXA7/GRHL2/ASAH1/ADAM9/UGCG/IFT74/ANXA1",110
"GO:0031424","GO:0031424","keratinization","73/5992","126/14528",0.000109252141200101,0.000109252141200101,0.109780193215901,"LCE3E/LCE3D/LCE2D/LCE2B/LCE2C/LCE4A/LCE1F/LCE1D/LCE6A/IVL/SPRR4/SPRR1A/SPRR2F/SPRR2G/TMEM79/CELA2A/LIPM/PPHLN1/KRT7/KRT86/KRT81/KRT83/KRT85/KRT84/KRT82/KRT75/KRT6B/KRT6C/KRT5/KRT71/KRT74/KRT73/KRT2/KRT1/KRT76/KRT3/KRT4/KRT78/KRT79/TGM1/PRSS8/PPL/CDH3/KRT26/KRT27/KRT28/KRT10/KRT12/KRT23/KRT39/KRT40/KRT33A/KRT33B/KRT34/KRT31/KRT37/KRT38/KRT32/KRT36/KRT35/KRT13/KRT19/KRT15/KRT9/KRT14/DSG2/KLK5/KLK13/KLK14/ABCA12/TGM3/PI3/CSTA",73
"GO:0042254","GO:0042254","ribosome biogenesis","133/5992","253/14528",0.000160644742070706,0.000160644742070706,0.138361021420613,"WDR3/RPS27/RNASEL/MRTO4/RRP15/NVL/HEATR1/RPL11/GNL2/NOL9/RPF1/ZNHIT6/RPL5/GTPBP4/PDCD11/RPP38/BMS1/SIRT1/DDX21/RPS24/RPP30/DDX10/FDXACB1/PIH1D2/WDR74/RRP8/UTP20/PWP1/DDX54/POP5/DHX37/WBP11/KRR1/GTF3A/EXOSC8/UTP14C/DIS3/NGDN/FCF1/DDX24/RPUSD2/RSL24D1/IMP3/RSL1D1/RPS2/TBL3/NOB1/METTL16/NLE1/ZNHIT3/DDX52/RPL27/MRPL10/UTP18/NOL11/USP36/EIF4A3/RPL26/RIOK3/RBFA/KRI1/MPV17L2/DDX49/POP4/RPS16/FBL/EXOSC5/RPS19/PIH1D1/RPS9/RPS28/WDR75/NOP58/WDR12/FASTKD2/WDR43/XPO1/MPHOSPH10/ESF1/XRN2/DDX27/MTG2/RPS21/URB1/RRP1/FAM207A/RPL3/RPL24/NUDT16/EIF2A/RPSA/EXOSC7/SHQ1/NSUN3/GAR1/ABCE1/LSM6/NAF1/ZCCHC4/LYAR/UTP3/SDAD1/WDR36/SRFBP1/RPS14/MRPL22/NOP16/MRPL36/DROSHA/BRIX1/DIMT1/UTP15/NSA2/LTV1/TFB1M/GTF2H5/BYSL/RPP40/MDN1/POP7/NOM1/MALSU1/DDX56/DCAF13/CHD7/RPL7/ERI1/TEX10/RPL12/RPS6/NOL6/RCL1/NOL8",133
"GO:0070268","GO:0070268","cornification","60/5992","103/14528",0.000353918807321783,0.000353918807321783,0.266722061167879,"LCE3D/IVL/SPRR1A/SPRR2F/SPRR2G/TMEM79/CELA2A/LIPM/KRT7/KRT86/KRT81/KRT83/KRT85/KRT84/KRT82/KRT75/KRT6B/KRT6C/KRT5/KRT71/KRT74/KRT73/KRT2/KRT1/KRT76/KRT3/KRT4/KRT78/KRT79/TGM1/PRSS8/PPL/KRT26/KRT27/KRT28/KRT10/KRT12/KRT23/KRT39/KRT40/KRT33A/KRT33B/KRT34/KRT31/KRT37/KRT38/KRT32/KRT36/KRT35/KRT13/KRT19/KRT15/KRT9/KRT14/DSG2/KLK5/KLK13/KLK14/PI3/CSTA",60
"GO:0071168","GO:0071168","protein localization to chromatin","16/5992","20/14528",0.000476332589973904,0.000476332589973904,0.294621451994162,"CDCA5/PPHLN1/RB1/CARM1/MAU2/RUVBL2/PIH1D1/MCM8/SETD2/NIPBL/MCM9/LEMD2/LRWD1/EZH2/RAD21/CHMP7",16
"GO:0034502","GO:0034502","protein localization to chromosome","43/5992","70/14528",0.000507329142780716,0.000507329142780716,0.294621451994162,"RPA2/TNKS2/ATM/ZW10/CDCA5/PPHLN1/CCT2/BRCA2/RB1/TINF2/CTCF/TERF2/TERF2IP/RPA1/MIS12/NDC80/CARM1/MAU2/RUVBL2/PIH1D1/XRCC5/CCT4/CCT7/SPO11/MCM8/CCT8/ATR/SETD2/GNL3/CCT5/IK/BOD1/NIPBL/MCM9/LEMD2/CENPQ/LRWD1/POT1/EZH2/PINX1/RAD21/MTBP/CHMP7",43
