"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003002","GO:0003002","regionalization","79/1939","321/14866",1.01869345400974e-08,1.01869345400974e-08,3.85797378001054e-05,"CELSR2/VANGL2/PAX7/GREM2/SCMH1/CTNNBIP1/FBXL15/EMX2/FGFR2/ABI1/NRP1/DKK1/PAX6/TCTN1/LRP6/WNT1/HOXC13/HOXC8/HOXC4/HOXC6/HOXC5/MYF5/SOX1/FOXA1/BMP4/GSC/ALDH1A2/SMAD3/NR2F2/FOXF1/FOXC2/LHX1/HNF1B/HOXB1/HOXB3/HOXB4/HOXB7/NOG/FOXJ1/HES7/TMEM107/PRKACA/PAX8/EN1/GLI2/DLX1/HOXD4/NEUROD1/OSR1/GBX2/HES6/SIX3/VAX2/GATA5/BMP2/WNT7B/CHRD/TP63/SEMA3F/WNT5A/FEZF2/SFRP2/MSX1/NEUROG1/MSX2/IRX1/GDNF/MEF2C/RING1/RELN/FEZF1/MEOX2/HOXA3/HOXA11/FGFR1/SFRP1/SOX17/HEY1/LHX3",79
"GO:0048568","GO:0048568","embryonic organ development","91/1939","391/14866",1.49625437477445e-08,1.49625437477445e-08,3.85797378001054e-05,"COL11A1/DVL1/ARNT/VANGL2/GRHL3/GJB5/TAL1/RNF207/LBX1/FGFR2/HMX3/ITGA8/MYO3A/GATA3/ADM/USH1C/IGF2/PHLDA2/PAX6/LRP6/POLE/WNT1/HOXC4/MYF5/SLITRK6/BMP4/MTHFD1/ZFP36L1/GSC/SPINT1/ALDH1A2/SMAD3/BBS4/NR2F2/FOXF1/FOXC2/LHX1/HNF1B/RARA/HOXB1/HOXB3/HOXB4/HOXB7/NOG/CCDC40/HPN/TGFB1/ERCC2/PAX8/EN1/GLI2/HOXD4/NEUROD1/FRZB/COL5A2/OSR1/GBX2/NCOA1/PKDCC/SIX3/VAX2/GNAS/SOX18/MAPK1/WNT7B/FOXL2/ZIC1/TMIE/WNT5A/LRIG1/MSX1/PDGFRA/ATOH1/TCF7/NEUROG1/HAND1/GDNF/MEF2C/RSPO3/WNT16/HOXA3/HOXA11/PDGFA/GRHL2/CTHRC1/SCRIB/HSF1/FGFR1/SOX17/TTPA/HEY1",91
"GO:0007389","GO:0007389","pattern specification process","92/1939","400/14866",2.28821362479376e-08,2.28821362479376e-08,3.93331878872442e-05,"CELSR2/VANGL2/PAX7/GREM2/GRHL3/SCMH1/RNF207/CTNNBIP1/LBX1/FBXL15/EMX2/FGFR2/ABI1/NRP1/DKK1/PAX6/TCTN1/TBX5/LRP6/WNT1/HOXC13/HOXC8/HOXC4/HOXC6/HOXC5/MYF5/SOX1/FOXA1/BMP4/GSC/ALDH1A2/SMAD3/BBS4/NR2F2/FOXF1/FOXC2/LHX1/HNF1B/HOXB1/HOXB3/HOXB4/HOXB7/NOG/FOXJ1/CCDC40/HES7/TMEM107/DAND5/PRKACA/APC2/PAX8/EN1/GLI2/DLX1/HOXD4/NEUROD1/OSR1/GBX2/HES6/SIX3/VAX2/GATA5/SOX18/BMP2/SIM2/WNT7B/ZIC1/CHRD/TP63/SEMA3F/WNT5A/FEZF2/SFRP2/MSX1/NEUROG1/SMAD5/HAND1/MSX2/IRX1/GDNF/MEF2C/RING1/RELN/FEZF1/MEOX2/HOXA3/HOXA11/FGFR1/SFRP1/SOX17/HEY1/LHX3",92
"GO:0048562","GO:0048562","embryonic organ morphogenesis","66/1939","261/14866",5.50102626812127e-08,5.50102626812127e-08,7.09198097040161e-05,"COL11A1/DVL1/VANGL2/GRHL3/RNF207/LBX1/FGFR2/HMX3/ITGA8/MYO3A/GATA3/USH1C/PAX6/LRP6/WNT1/HOXC4/MYF5/SLITRK6/BMP4/MTHFD1/GSC/SMAD3/BBS4/FOXF1/FOXC2/LHX1/HNF1B/HOXB1/HOXB3/HOXB4/HOXB7/NOG/CCDC40/HPN/PAX8/GLI2/HOXD4/NEUROD1/FRZB/OSR1/GBX2/SIX3/VAX2/GNAS/SOX18/MAPK1/FOXL2/ZIC1/TMIE/WNT5A/LRIG1/MSX1/PDGFRA/ATOH1/TCF7/NEUROG1/HAND1/MEF2C/WNT16/HOXA3/HOXA11/GRHL2/CTHRC1/SCRIB/FGFR1/SOX17",66
"GO:0035195","GO:0035195","gene silencing by miRNA","103/1939","482/14866",1.77320369323726e-07,1.77320369323726e-07,0.00018288262932988,"MIR429/MIR200A/MIR200B/MIR320B1/MIR554/MIR190B/MIR488/AGO3/MIR1287/MIR615/MIR141/MIR200C/MIR370/MIR494/MIR758/MIR381/MIR539/MIR544A/MIR487B/MIR654/MIR300/MIR889/MIR376C/MIR412/MIR369/MIR410/MIR409/MIR656/MIR541/BMP4/MIR628/MIR422A/SMAD3/MIR365A/MIR212/MIR132/MIR10A/MIR196A1/MIR21/POLR2A/MIR657/MIR338/MIR638/POLR2E/MIR181D/MIR181C/MAP2K2/TGFB1/MIR150/MIR518C/MIR526B/MIR520A/MIR516A2/MIR526A1/MIR518A2/MIR518F/MIR525/MIR520B/MIR517A/MIR520D/MIR520C/MIR518D/MIR516A1/MIR520G/MIR518A1/MIR522/MIR519B/MIR517B/MIR517C/MIR520H/MIR518B/MIR516B2/MIR516B1/MIR524/MIR527/MIR519D/MIR518E/MIR519A1/MIR523/MIR526A2/MIR519A2/MYCN/MIR103A2/MIR298/MIR296/MIR802/MIRLET7A3/MIRLET7B/NUP210/MIR922/MIR1226/MIR574/MIR874/MIR584/LINC00461/SRRT/MIR96/MIR183/MIR182/MIR937/MIR661/MIR939/MIR383",103
"GO:0035194","GO:0035194","post-transcriptional gene silencing by RNA","104/1939","492/14866",2.70167665158563e-07,2.70167665158563e-07,0.000218160644415198,"MIR429/MIR200A/MIR200B/MIR320B1/MIR554/MIR190B/MIR488/AGO3/MIR1287/CLP1/MIR615/MIR141/MIR200C/MIR370/MIR494/MIR758/MIR381/MIR539/MIR544A/MIR487B/MIR654/MIR300/MIR889/MIR376C/MIR412/MIR369/MIR410/MIR409/MIR656/MIR541/BMP4/MIR628/MIR422A/SMAD3/MIR365A/MIR212/MIR132/MIR10A/MIR196A1/MIR21/POLR2A/MIR657/MIR338/MIR638/POLR2E/MIR181D/MIR181C/MAP2K2/TGFB1/MIR150/MIR518C/MIR526B/MIR520A/MIR516A2/MIR526A1/MIR518A2/MIR518F/MIR525/MIR520B/MIR517A/MIR520D/MIR520C/MIR518D/MIR516A1/MIR520G/MIR518A1/MIR522/MIR519B/MIR517B/MIR517C/MIR520H/MIR518B/MIR516B2/MIR516B1/MIR524/MIR527/MIR519D/MIR518E/MIR519A1/MIR523/MIR526A2/MIR519A2/MYCN/MIR103A2/MIR298/MIR296/MIR802/MIRLET7A3/MIRLET7B/NUP210/MIR922/MIR1226/MIR574/MIR874/MIR584/LINC00461/SRRT/MIR96/MIR183/MIR182/MIR937/MIR661/MIR939/MIR383",104
"GO:0016441","GO:0016441","posttranscriptional gene silencing","104/1939","493/14866",2.99573736604941e-07,2.99573736604941e-07,0.000218160644415198,"MIR429/MIR200A/MIR200B/MIR320B1/MIR554/MIR190B/MIR488/AGO3/MIR1287/CLP1/MIR615/MIR141/MIR200C/MIR370/MIR494/MIR758/MIR381/MIR539/MIR544A/MIR487B/MIR654/MIR300/MIR889/MIR376C/MIR412/MIR369/MIR410/MIR409/MIR656/MIR541/BMP4/MIR628/MIR422A/SMAD3/MIR365A/MIR212/MIR132/MIR10A/MIR196A1/MIR21/POLR2A/MIR657/MIR338/MIR638/POLR2E/MIR181D/MIR181C/MAP2K2/TGFB1/MIR150/MIR518C/MIR526B/MIR520A/MIR516A2/MIR526A1/MIR518A2/MIR518F/MIR525/MIR520B/MIR517A/MIR520D/MIR520C/MIR518D/MIR516A1/MIR520G/MIR518A1/MIR522/MIR519B/MIR517B/MIR517C/MIR520H/MIR518B/MIR516B2/MIR516B1/MIR524/MIR527/MIR519D/MIR518E/MIR519A1/MIR523/MIR526A2/MIR519A2/MYCN/MIR103A2/MIR298/MIR296/MIR802/MIRLET7A3/MIRLET7B/NUP210/MIR922/MIR1226/MIR574/MIR874/MIR584/LINC00461/SRRT/MIR96/MIR183/MIR182/MIR937/MIR661/MIR939/MIR383",104
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","47/1939","171/14866",3.38440681272812e-07,3.38440681272812e-07,0.000218160644415198,"CSF1/VANGL2/TACSTD2/CTNNBIP1/FGFR2/NRP1/GDF2/ADM/LRP6/KRAS/WNT1/PHB2/FOXA1/BMP4/SPINT1/SOX8/FOXF1/FOXC2/LHX1/HNF1B/HOXB7/HOXB13/NOG/TGFB1/PAX8/GLI2/GBX2/TGM2/CTSZ/BMP2/TP63/WNT5A/FAT4/SFRP2/SLIT2/MSX2/GDNF/ADAMTS16/RSPO3/DDR1/MET/HOXA11/PDGFA/GRHL2/FGFR1/SFRP1/TNC",47
"GO:0009952","GO:0009952","anterior/posterior pattern specification","53/1939","204/14866",4.42991191568976e-07,4.42991191568976e-07,0.000253826180993733,"CELSR2/VANGL2/SCMH1/CTNNBIP1/EMX2/ABI1/DKK1/PAX6/LRP6/WNT1/HOXC13/HOXC8/HOXC4/HOXC6/HOXC5/MYF5/BMP4/ALDH1A2/SMAD3/NR2F2/FOXF1/FOXC2/LHX1/HNF1B/HOXB1/HOXB3/HOXB4/HOXB7/NOG/HES7/EN1/GLI2/HOXD4/NEUROD1/OSR1/GBX2/HES6/SIX3/BMP2/WNT5A/FEZF2/SFRP2/MSX1/NEUROG1/MSX2/RING1/FEZF1/MEOX2/HOXA3/HOXA11/SFRP1/SOX17/HEY1",53
"GO:0060562","GO:0060562","epithelial tube morphogenesis","69/1939","295/14866",6.75347270654731e-07,6.75347270654731e-07,0.000348265924098687,"CSF1/DVL1/VANGL2/GRHL3/TACSTD2/RNF207/CTNNBIP1/LBX1/FGFR2/NRP1/GDF2/GATA3/ADM/TRAF6/DEAF1/TCTN1/LRP6/KRAS/PRICKLE1/WNT1/PHB2/FOXA1/BMP4/MTHFD1/SPINT1/SMAD3/BBS4/SOX8/FOXF1/FOXC2/LHX1/HNF1B/RARA/HOXB7/NOG/MIR21/CCDC40/PRKACA/TGFB1/ARHGAP35/PAX8/GLI2/OSR1/GBX2/SEMA4C/SALL4/CTSZ/SOX18/BMP2/WNT5A/FAT4/SFRP2/SLIT2/HAND1/MSX2/ADAMTS12/IRX1/GDNF/ADAMTS16/MEF2C/DDR1/MET/HOXA11/GRHL2/CTHRC1/SCRIB/SFRP1/SOX17/TNC",69
