"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002250","GO:0002250","adaptive immune response","23/316","346/14528",2.09821472232248e-06,2.09821472232248e-06,0.00689539617167451,"MTOR/SEMA4A/CD3G/CD3D/C1RL/C1R/RIPK3/CD7/LIME1/RNF168/HFE/BTN3A2/LTA/TNF/HLA-DRA/HLA-DQA2/HLA-DQB2/HLA-DOB/TAP2/TAP1/HLA-DMB/RIPK2/NBN",23
"GO:0050852","GO:0050852","T cell receptor signaling pathway","13/316","171/14528",9.43944521385509e-05,9.43944521385509e-05,0.155104989250819,"CD3G/CD3D/PSME2/RNF31/LIME1/BTN3A2/MOG/HLA-DRA/HLA-DQA2/HLA-DQB2/PSMB8/PSMB9/RIPK2",13
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","12/316","165/14528",0.00026395060348374,0.00026395060348374,0.289141678623241,"PSME2/ACTR10/HFE/HLA-DRA/HLA-DQA2/HLA-DQB2/HLA-DOB/TAP2/PSMB8/PSMB9/TAP1/HLA-DMB",12
"GO:0019882","GO:0019882","antigen processing and presentation","13/316","201/14528",0.000463813583149994,0.000463813583149994,0.289705214863763,"PSME2/ACTR10/RAB32/HFE/HLA-DRA/HLA-DQA2/HLA-DQB2/HLA-DOB/TAP2/PSMB8/PSMB9/TAP1/HLA-DMB",13
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","11/316","152/14528",0.000492973021657297,0.000492973021657297,0.289705214863763,"PSME2/ACTR10/HLA-DRA/HLA-DQA2/HLA-DQB2/HLA-DOB/TAP2/PSMB8/PSMB9/TAP1/HLA-DMB",11
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","13/316","210/14528",0.000700930015402829,0.000700930015402829,0.289705214863763,"CD3G/CD3D/PSME2/RNF31/LIME1/BTN3A2/MOG/HLA-DRA/HLA-DQA2/HLA-DQB2/PSMB8/PSMB9/RIPK2",13
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","11/316","159/14528",0.000719379247257997,0.000719379247257997,0.289705214863763,"PSME2/ACTR10/HLA-DRA/HLA-DQA2/HLA-DQB2/HLA-DOB/TAP2/PSMB8/PSMB9/TAP1/HLA-DMB",11
"GO:0006402","GO:0006402","mRNA catabolic process","17/316","323/14528",0.000730832535151524,0.000730832535151524,0.289705214863763,"TARDBP/EXOSC10/MTOR/RPL5/APEX1/PSME2/RPS29/ZC3H14/RPL26/RPL29/HNRNPD/DND1/LSM2/HSPA1A/HSPA1B/PSMB8/PSMB9",17
"GO:0008655","GO:0008655","pyrimidine-containing compound salvage","3/316","10/14528",0.00109195174792596,0.00109195174792596,0.289705214863763,"TK2/UPP2/UCKL1",3
"GO:0043097","GO:0043097","pyrimidine nucleoside salvage","3/316","10/14528",0.00109195174792596,0.00109195174792596,0.289705214863763,"TK2/UPP2/UCKL1",3
"GO:0090084","GO:0090084","negative regulation of inclusion body assembly","3/316","10/14528",0.00109195174792596,0.00109195174792596,0.289705214863763,"DNAJB2/HSPA1A/HSPA1B",3
"GO:2001198","GO:2001198","regulation of dendritic cell differentiation","3/316","10/14528",0.00109195174792596,0.00109195174792596,0.289705214863763,"ZBTB46/TMEM176A/TMEM176B",3
"GO:0033209","GO:0033209","tumor necrosis factor-mediated signaling pathway","10/316","143/14528",0.00114601518371796,0.00114601518371796,0.289705214863763,"PSME2/RNF31/TRAIP/LTA/TNF/LTB/HSPA1A/HSPA1B/PSMB8/PSMB9",10
"GO:0045672","GO:0045672","positive regulation of osteoclast differentiation","4/316","23/14528",0.00140239590864335,0.00140239590864335,0.294358104529062,"POU4F1/CCR1/TNF/CA2",4
"GO:0006401","GO:0006401","RNA catabolic process","17/316","351/14528",0.00180150814862486,0.00180150814862486,0.294358104529062,"TARDBP/EXOSC10/MTOR/RPL5/APEX1/PSME2/RPS29/ZC3H14/RPL26/RPL29/HNRNPD/DND1/LSM2/HSPA1A/HSPA1B/PSMB8/PSMB9",17
"GO:0006213","GO:0006213","pyrimidine nucleoside metabolic process","4/316","25/14528",0.00193607778775208,0.00193607778775208,0.294358104529062,"ERH/TK2/UPP2/UCKL1",4
"GO:0002483","GO:0002483","antigen processing and presentation of endogenous peptide antigen","3/316","12/14528",0.00193822892553947,0.00193822892553947,0.294358104529062,"HFE/TAP2/TAP1",3
"GO:0019885","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","3/316","12/14528",0.00193822892553947,0.00193822892553947,0.294358104529062,"HFE/TAP2/TAP1",3
"GO:0032785","GO:0032785","negative regulation of DNA-templated transcription, elongation","3/316","12/14528",0.00193822892553947,0.00193822892553947,0.294358104529062,"POU4F1/EAPP/RNF168",3
"GO:0043488","GO:0043488","regulation of mRNA stability","10/316","154/14528",0.00199804404604041,0.00199804404604041,0.294358104529062,"TARDBP/MTOR/APEX1/PSME2/ZC3H14/HNRNPD/DND1/HSPA1A/PSMB8/PSMB9",10
"GO:0046134","GO:0046134","pyrimidine nucleoside biosynthetic process","3/316","13/14528",0.00247936233046145,0.00247936233046145,0.294358104529062,"TK2/UPP2/UCKL1",3
"GO:0043487","GO:0043487","regulation of RNA stability","10/316","159/14528",0.00252578672315424,0.00252578672315424,0.294358104529062,"TARDBP/MTOR/APEX1/PSME2/ZC3H14/HNRNPD/DND1/HSPA1A/PSMB8/PSMB9",10
"GO:0032784","GO:0032784","regulation of DNA-templated transcription, elongation","5/316","44/14528",0.00255615979489148,0.00255615979489148,0.294358104529062,"POU4F1/EAPP/TCEA2/RNF168/DDX39B",5
"GO:0007131","GO:0007131","reciprocal meiotic recombination","5/316","45/14528",0.00282536420194178,0.00282536420194178,0.294358104529062,"REC8/RAD51B/TEX19/TRIP13/MSH5",5
"GO:0072528","GO:0072528","pyrimidine-containing compound biosynthetic process","5/316","45/14528",0.00282536420194178,0.00282536420194178,0.294358104529062,"MTOR/ERH/TK2/UPP2/UCKL1",5
